phone_model,support,date,model_name,model_number
A57（PFTM20、CPH1701、CPH2387、CPH2407）,quarterly,2023-03-07 19:24:15,A57,PFTM20、CPH1701、CPH2387、CPH2407
A57s(CPH2385),quarterly,2023-03-07 19:24:15,A57s,
A58 5G（PHJ110）,quarterly,2023-03-07 19:24:15,A58 5G,PHJ110
A72 （CPH2067）,quarterly,2023-03-07 19:24:15,A72 ,CPH2067
A72 5G(PDYM20、PDYT20),quarterly,2023-03-07 19:24:15,A72 5G,
A73（CPH2095、CPH2099）,quarterly,2023-03-07 19:24:15,A73,CPH2095、CPH2099
A73 5G (CPH2161),quarterly,2023-03-07 19:24:15,A73 5G ,
A74（CPH2219）,quarterly,2023-03-07 19:24:15,A74,CPH2219
A74 5G（CPH2197、CPH2263）,quarterly,2023-03-07 19:24:15,A74 5G,CPH2197、CPH2263
A76（CPH2375),quarterly,2023-03-07 19:24:15,A76,CPH2375)
A77 5G（CPH2339）,quarterly,2023-03-07 19:24:15,A77 5G,CPH2339
A77(CPH2385),quarterly,2023-03-07 19:24:15,A77,
A77s（CPH2473）,quarterly,2023-03-07 19:24:15,A77s,CPH2473
A78 5G（CPH2495）,quarterly,2023-03-07 19:24:15,A78 5G,CPH2495
A91（PCPM00、CPH2001、CPH2021）,quarterly,2023-03-07 19:24:15,A91,PCPM00、CPH2001、CPH2021
A92（CPH2059）,quarterly,2023-03-07 19:24:15,A92,CPH2059
A92S（PDKM00、PDKT00）,quarterly,2023-03-07 19:24:15,A92S,PDKM00、PDKT00
A93S（PFGM00）,quarterly,2023-03-07 19:24:15,A93S,PFGM00
A93（CPH2121、CPH2123）,quarterly,2023-03-07 19:24:15,A93,CPH2121、CPH2123
A93 5G（PEHM00、PEHT00）,quarterly,2023-03-07 19:24:15,A93 5G,PEHM00、PEHT00
A94（CPH2203）,quarterly,2023-03-07 19:24:15,A94,CPH2203
A95（CPH2365）,quarterly,2023-03-07 19:24:15,A95,CPH2365
