device,firmware_name,release_date,android_version,link,region,country,spl,chipset,keyword
y21,PD2139F_EX_A_1.7.1,7/20/22,Android 11,https://www.vivo.com/az/support/system-update,az,Azerbaijan,7/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y33s,PD2147F_EX_A_1.13.7,7/20/22,Android 12,https://www.vivo.com/az/support/system-update,az,Azerbaijan,6/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y53s,PD2103F_EX_A_1.9.6,7/20/22,Android 11,https://www.vivo.com/az/support/system-update,az,Azerbaijan,4/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
v23e,PD2150F_EX_A_1.14.1,7/20/22,Android 12,https://www.vivo.com/az/support/system-update,az,Azerbaijan,3/1/22,Mediatek MT6781 Helio G96 (12 nm),mediatek mt6781 helio g96
v23,PD2167BF_EX_A_12.0.14.2.W20.V000L1,7/20/22,Android 12,https://www.vivo.com/az/support/system-update,az,Azerbaijan,,Mediatek Dimensity 1200 (6 nm),mediatek dimensity 1200
y33s,PD2147F_EX_A_1.12.3,4/2/22,Android 12,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,2/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_1.3.8,3/15/22,Android 11,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,1/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y15s,PD2140F_EX_A_6.20.4,6/15/22,Android 11,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y53s,PD2103F_EX_A_1.9.6,5/7/22,Android 11,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,4/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y31,PD2050F_EX_A_6.7.20,6/2/22,6,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,3/1/22,"Qualcomm SM6115,Snapdragon 662 (11 nm)","qualcomm sm6115,snapdragon 662"
y1s,PD2014F_EX_A_1.13.31,6/2/22,1,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y12s,PD2036F_EX_A_6.13.0,5/7/22,6,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,3/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y20,PD2034F_EX_A_1.9.25,6/15/22,Android 10,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,5/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y30,PD1987F_EX_A_1.14.32,6/2/22,1,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y91c,PD1818HF_EX_A_1.21.21,1/7/22,Android 8.1 Oreo,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762
x60 pro,PD2059F_EX_A_6.9.3,6/15/22,Android 11,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,5/1/22,Qualcomm SM8250,qualcomm sm8250
x50 pro,PD2005F_EX_A_6.11.13,3/15/22,Android 11,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,,"Qualcomm SM7250,Snapdragon 765G 5G (7 nm)","qualcomm sm7250,snapdragon 765g 5g"
x50,PD2006F_EX_A_8.18.0,6/2/22,8,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,,"Qualcomm SDM730,Snapdragon 730 (8 nm)","qualcomm sdm730,snapdragon 730"
v23 5g,PD2167F_EX_A_12.0.13.17.W20.V000L1,6/15/22,12,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,5/1/22,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v23e,PD2150F_EX_A_1.13.8,4/2/22,Android 12,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,3/1/22,Mediatek MT6781 Helio G96 (12 nm),mediatek mt6781 helio g96
v21e,PD2107F_EX_A_6.6.22,6/15/22,Android 12,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,5/1/22,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v21,PD2083F_EX_A_6.8.14,6/15/22,Android 12,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,5/1/22,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
v20,PD2039F_EX_A_6.18.1,5/7/22,6,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,3/1/22,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v20 se,PD2038F_EX_A_6.9.8,5/7/22,6,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,3/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
v17,PD1945F_EX_A_8.13.11,5/7/22,8,https://www.vivo.com/uz/support/system-update,uz,Uzbekistan,,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
v23 5g,PD2167F_EX_A_13.1.14.0.W20.V000L1,1/12/23,13,https://www.vivo.com/tn/support/system-update,tn,Tunisia,12/1/22,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
y02,PD2236F_EX_A_12.0.6.8.W20.V000L1,1/12/23,Android 10,https://www.vivo.com/tn/support/system-update,tn,Tunisia,12/1/22,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y22,PD2226F_EX_A_12.0.15.2.W20.V000L1,1/12/23,12,https://www.vivo.com/tn/support/system-update,tn,Tunisia,12/1/22,Mediatek MT6769Z Helio G85 (12 nm),mediatek mt6769z helio g85
y35,PD2225F_EX_A_12.0.10.4.W20.V000L1,1/12/23,12,https://www.vivo.com/tn/support/system-update,tn,Tunisia,12/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y01,PD2140F_EX_A_6.20.4,10/14/22,Android 12,https://www.vivo.com/tn/support/system-update,tn,Tunisia,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765
y15s,PD2140F_EX_A_6.20.4,10/14/22,Android 11,https://www.vivo.com/tn/support/system-update,tn,Tunisia,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y02s,PD2216F_EX_A_12.0.10.6.W20.V000L1,1/12/23,12,https://www.vivo.com/tn/support/system-update,tn,Tunisia,11/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y33s,PD2147F_EX_A_6.16.1,10/14/22,Android 12,https://www.vivo.com/tn/support/system-update,tn,Tunisia,7/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y1s,PD2014F_EX_A_1.13.12,1/12/23,1,https://www.vivo.com/tn/support/system-update,tn,Tunisia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y12s,PD2036F_EX_A_6.11.0,1/12/23,6,https://www.vivo.com/tn/support/system-update,tn,Tunisia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y21,PD2139F_EX_A_6.19.7,10/14/22,Android 11,https://www.vivo.com/tn/support/system-update,tn,Tunisia,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y33s,PD2147F_EX_A_3.13.12,8/9/22,Android 12,https://www.vivo.com/nl/support/system-update,nl,Netherlands,,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y76 5g,PD2156F_EX_A_36.10.30,8/9/22,Android 12,https://www.vivo.com/nl/support/system-update,nl,Netherlands,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
x80 pro,PD2185F_EX_A_12.0.12.5.W30.V000L1,8/9/22,12,https://www.vivo.com/nl/support/system-update,nl,Netherlands,,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
s1 pro,PD1945F_EX_A_6.10.0,3/8/21,6,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
s1,PD1913F_EX_A_6.13.0,3/8/21,6,https://www.vivo.com/la/support/system-update,la,Laos,12/1/20,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
x70,PD2133F_EX_A_1.19.4,1/25/22,1,https://www.vivo.com/la/support/system-update,la,Laos,,Mediatek Dimensity 1200 (6 nm),mediatek dimensity 1200
x60 pro,PD2059F_EX_A_1.18.5,10/14/21,Android 11,https://www.vivo.com/la/support/system-update,la,Laos,,Qualcomm SM8250,qualcomm sm8250
x70 pro,PD2135F_EX_A_1.19.6,1/25/22,Android 13,https://www.vivo.com/la/support/system-update,la,Laos,,Mediatek Dimensity 1200 (6 nm),mediatek dimensity 1200
x21,PD1728F_EX_A_6.10.8,3/8/21,6,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm SDM660,Snapdragon 660 (14 nm)","qualcomm sdm660,snapdragon 660"
y15 2020,PD1901BF_EX_A_6.11.15,5/8/21,6,https://www.vivo.com/la/support/system-update,la,Laos,2/1/21,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y19,PD1934F_EX_A_1.10.11,3/8/21,1,https://www.vivo.com/la/support/system-update,la,Laos,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
y12,PD1901BF_EX_A_6.11.15,5/8/21,6,https://www.vivo.com/la/support/system-update,la,Laos,2/1/21,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y11,PD1930F_EX_A_1.18.1,3/8/21,1,https://www.vivo.com/la/support/system-update,la,Laos,2/1/21,Mediatek MT6582М,mediatek mt6582М
y17,PD1901F_EX_A_1.56.25,5/8/21,1,https://www.vivo.com/la/support/system-update,la,Laos,3/1/21,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y93,PD1818CF_EX_A_1.12.1,5/8/21,1,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y91i,PD1818GF_EX_A_1.21.8,5/8/21,1,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y91,PD1818CF_EX_A_1.12.1,5/8/21,1,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y95,PD1818F_EX_A_1.20.12,5/8/21,1,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y85,PD1803BF_EX_A_1.22.6,11/7/20,Android 8.1 Oreo,https://www.vivo.com/la/support/system-update,la,Laos,,Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),"qualcomm msm8953,snapdragon 626"
y81,PD1732F_EX_A_2.6.3,8/7/20,2,https://www.vivo.com/la/support/system-update,la,Laos,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y81i,PD1732CF_EX_A_1.25.4,5/8/21,1,https://www.vivo.com/la/support/system-update,la,Laos,,Mediatek MT6761 Helio A22 (12 nm),mediatek mt6761 helio a22
y71,PD1731F_EX_A_1.19.2,3/8/21,1,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y65,PD1621BF_EX_A_1.18.2,5/31/19,1,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y55s,PD1613BF_EX_A_1.19.2,5/10/19,1,https://www.vivo.com/la/support/system-update,la,Laos,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y53c,PD1628F_EX_A_3.2.2,1/24/19,Android 8.1 Oreo,https://www.vivo.com/la/support/system-update,la,Laos,,Qualcomm MSM8917 Snapdragon 425 (28 nm),"qualcomm msm8917,snapdragon 425"
y53,PD1628F_EX_A_3.2.2,1/24/19,3,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y55,PD1613F_EX_A_1.21.4,5/10/19,1,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y31l,PD1505F_EX_A_1.12.15,5/11/19,Android 11,https://www.vivo.com/la/support/system-update,la,Laos,,Qualcomm MSM8916 Snapdragon 410 (28 nm),"qualcomm msm8916,snapdragon 410"
nex 3,File size,,Android 10,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm SM8150,Snapdragon 855+ (7 nm)","qualcomm sm8150,snapdragon 855+"
v15 pro,PD1832F_EX_A_6.20.6,5/8/21,6,https://www.vivo.com/la/support/system-update,la,Laos,3/1/21,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
v15,PD1831F_EX_A_6.10.12,3/8/21,6,https://www.vivo.com/la/support/system-update,la,Laos,1/1/21,Mediatek MT6771 Helio P70 (12 nm),mediatek mt6771 helio p70
v11,PD1813F_EX_A_8.8.8,3/8/21,8,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm SDM660,Snapdragon 660 (14 nm)","qualcomm sdm660,snapdragon 660"
v11i,PD1813F_EX_A_8.8.8,3/8/21,8,https://www.vivo.com/la/support/system-update,la,Laos,,Mediatek MT6771 Helio P60 (12 nm),mediatek mt6771 helio p60
v9,PD1730F_EX_A_6.13.11,5/8/21,6,https://www.vivo.com/la/support/system-update,la,Laos,,Qualcomm MSM8953,qualcomm msm8953
v7,PD1718F_EX_A_3.13.7,11/7/20,3,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm SDM450,Snapdragon 450 (14 nm)","qualcomm sdm450,snapdragon 450"
v7+,PD1708F_EX_A_3.12.4,9/18/20,3,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm SDM450,Snapdragon 450 (14 nm)","qualcomm sdm450,snapdragon 450"
v5s,PD1612DF_EX_A_3.14.2,7/19/19,3,https://www.vivo.com/la/support/system-update,la,Laos,,Mediatek MT6750 (28 nm),mediatek mt6750
v5,PD1612F_EX_A_3.14.5,5/10/19,3,https://www.vivo.com/la/support/system-update,la,Laos,,Mediatek MT6750 (28 nm),mediatek mt6750
v5 plus,PD1624F_EX_A_3.11.0,8/28/19,3,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm MSM8953,Snapdragon 625 (14 nm)","qualcomm msm8953,snapdragon 625"
v5lite,PD1612BF_EX_A_2.11.2,5/10/19,Android 6.0 Marshmallow,https://www.vivo.com/la/support/system-update,la,Laos,,Qualcomm MSM8937 Snapdragon 430 (28 nm),"qualcomm msm8937,snapdragon 430"
v3max,PD1523F_EX_A_2.8.17,3/20/19,2,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm MSM8976,Snapdragon 652 (28 nm)","qualcomm msm8976,snapdragon 652"
v3,PD1524F_EX_A_1.17.2,1/7/19,1,https://www.vivo.com/la/support/system-update,la,Laos,,"Qualcomm MSM8939v2,Snapdragon 616 (28 nm)","qualcomm msm8939v2,snapdragon 616"
v25e,PD2214F_EX_A_12.0.7.5.W20.V000L1,,12,https://www.vivo.com/ng/support/system-update,ng,Nigeria,10/1/22,Mediatek Helio G99 (6 nm),mediatek helio g99
v25,PD2215F_EX_A_12.0.8.5.W20.V000L1,,12,https://www.vivo.com/ng/support/system-update,ng,Nigeria,11/1/22,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
v23 5g,PD2167BF_EX_A_12.0.14.3.W20.V000L1,,12,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v23e,PD2150F_EX_A_1.13.8,,Android 12,https://www.vivo.com/ng/support/system-update,ng,Nigeria,3/1/22,Mediatek MT6781 Helio G96 (12 nm),mediatek mt6781 helio g96
v21e,PD2107F_EX_A_6.7.9,,Android 12,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v21,PD2083F_EX_A_6.8.22,,Android 12,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
v20,PD2039F_EX_A_6.21.9,,6,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v19,PD1969F_EX_A_6.9.16,,6,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,"Qualcomm SDM712,Snapdragon 712 (10 nm)","qualcomm sdm712,snapdragon 712"
v17 pro,PD1931F_EX_A_9.2.9,,9,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
y16,PD2216F_EX_A_12.0.8.28.W20.V000L1,,12,https://www.vivo.com/ng/support/system-update,ng,Nigeria,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y22,PD2226F_EX_A_12.0.14.2.W20.V000L1,,12,https://www.vivo.com/ng/support/system-update,ng,Nigeria,10/1/22,Mediatek MT6769Z Helio G85 (12 nm),mediatek mt6769z helio g85
y15s,PD2140F_EX_A_6.20.4,,Android 11,https://www.vivo.com/ng/support/system-update,ng,Nigeria,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y21,PD2139F_EX_A_6.19.7,,Android 11,https://www.vivo.com/ng/support/system-update,ng,Nigeria,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y33s,PD2147F_EX_A_6.16.1,,Android 12,https://www.vivo.com/ng/support/system-update,ng,Nigeria,7/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y53s,PD2103F_EX_A_6.18.1,,Android 11,https://www.vivo.com/ng/support/system-update,ng,Nigeria,7/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y51,PD2050F_EX_A_6.7.20,,Android 11,https://www.vivo.com/ng/support/system-update,ng,Nigeria,3/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y12s,PD2036F_EX_A_6.13.0,,6,https://www.vivo.com/ng/support/system-update,ng,Nigeria,3/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y1s,PD2014F_EX_A_1.13.36,,1,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y20s,PD2034F_EX_A_1.9.27,,Android 10,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y20,PD2034F_EX_A_1.9.25,,Android 10,https://www.vivo.com/ng/support/system-update,ng,Nigeria,5/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y30,PD1987F_EX_A_6.17.2,,6,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y50,PD1965F_EX_A_1.13.19,,Android 10,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,"Qualcomm SM6125,Snapdragon 665 (11 nm)","qualcomm sm6125,snapdragon 665"
y19,PD1934F_EX_A_8.9.22,,8,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
y11,PD1930F_EX_A_6.8.55,,6,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,Mediatek MT6582М,mediatek mt6582М
y12,PD1901BF_EX_A_6.11.15,,6,https://www.vivo.com/ng/support/system-update,ng,Nigeria,2/1/21,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y15,PD1901BF_EX_A_6.11.15,,6,https://www.vivo.com/ng/support/system-update,ng,Nigeria,2/1/21,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y17,PD1901F_EX_A_1.58.4,,1,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y90,PD1917F_EX_A_1.26.9,,1,https://www.vivo.com/ng/support/system-update,ng,Nigeria,,Mediatek MT6761 Helio A22 (12 nm),mediatek mt6761 helio a22
x90 pro,PD2242F_EX_A_13.1.10.4.W30.V000L1,2/24/23,13,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,,Mediatek Dimensity 9200 (4 nm),mediatek dimensity 9200
x80 lite,PD2215F_EX_A_12.0.8.5.W30.V000L1,12/9/22,12,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
x80 pro,PD2185F_EX_A_12.0.14.1.W30.V000L1,6/17/24,12,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,11/1/22,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
x60 pro,PD2059F_EX_A_36.7.14,12/16/22,Android 11,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,11/1/22,Qualcomm SM8250,qualcomm sm8250
v23 5g,PD2167F_EX_A_12.0.14.8.W30.V000L1,6/17/24,12,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v21 5g,PD2083F_EX_A_36.9.21,2/24/23,Android 12,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,11/1/22,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
y35,PD2225F_EX_A_12.0.8.6.W30.V000L1,11/10/22,12,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,10/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y22s,PD2228F_EX_A_12.0.8.6.W30.V000L1,12/9/22,12,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,11/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y55 5g,PD2166F_EX_A_3.19.0,2/4/24,3,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y76 5g,PD2156F_EX_A_36.10.50,2/4/24,Android 12,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,10/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y01,PD2140F_EX_A_36.25.1,2/4/24,Android 12,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765
y33s,PD2147F_EX_A_36.19.1,8/14/23,Android 12,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21s,PD2138F_EX_A_36.19.1,6/16/23,Android 11,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_36.19.7,6/16/23,Android 11,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y52 5g,PD2069F_EX_A_36.9.46,12/16/22,Android 11,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,11/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y72 5g,PD2069F_EX_A_36.9.46,12/16/22,Android 11,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,11/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y11s,PD2042F_EX_A_38.16.8,12/16/22,Android 11,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y70,PD2038F_EX_A_36.8.20,2/11/22,Android 11,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y20s,PD2034EF_EX_A_38.16.8,12/16/22,Android 10,https://www.vivo.com/cz/support/system-update,cz,Czech Republic,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
s1 pro,PD1945F_EX_A_9.8.14,10/11/22,9,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
s1,PD1913F_EX_A_9.9.21,10/11/22,9,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
z1 pro,PD1911F_EX_A_7.5.4,1/21/22,7,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM660,Snapdragon 660 (14 nm)","qualcomm sdm660,snapdragon 660"
x80,PD2183F_EX_A_13.1.3.8.W20.V000L1,11/13/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,9/1/23,Mediatek Dimensity 9000 (4 nm),mediatek dimensity 9000
x80 pro,PD2185F_EX_A_13.1.11.21.W20.V000L1,11/13/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,8/1/23,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
x70 pro,PD2135F_EX_A_8.21.1,11/13/23,Android 13,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Dimensity 1200 (6 nm),mediatek dimensity 1200
x60 pro,PD2059F_EX_A_8.1.2,11/13/23,Android 11,https://www.vivo.com/id/support/system-update,id,Indonesia,,Qualcomm SM8250,qualcomm sm8250
x60,PD2046F_EX_A_6.8.15,10/11/22,6,https://www.vivo.com/id/support/system-update,id,Indonesia,,Qualcomm SM8250,qualcomm sm8250
x50 pro,PD2005F_EX_A_8.13.7,5/20/22,Android 11,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM7250,Snapdragon 765G 5G (7 nm)","qualcomm sm7250,snapdragon 765g 5g"
x50,PD2006F_EX_A_8.18.9,10/11/22,8,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM730,Snapdragon 730 (8 nm)","qualcomm sdm730,snapdragon 730"
x5 max,PD1408F_EX_B_2.3.5,5/11/19,Android 14,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm MSM8939,Snapdragon 615 (28 nm)","qualcomm msm8939,snapdragon 615"
x5 pro,PD1421F_EX_B_3.8.26,5/11/19,Android 14,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm MSM8939,Snapdragon 615 (28 nm)","qualcomm msm8939,snapdragon 615"
